Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Time_of_Day_Unknown,Day_of_Week_Weekday,Day_of_Week_Weekend,Traffic_Conditions_Low,Traffic_Conditions_Medium,Traffic_Conditions_Unknown,Weather_Rain,Weather_Snow,Weather_Unknown
42.8,1.0,4.06,1.11,0.36,16.62,57.55120000000001,False,False,False,False,True,False,False,False,False,True,False,False
15.43,2.0,2.73,0.93,0.16,75.12,29.0991,True,False,False,False,True,False,False,False,False,False,False,False
19.87,1.0,4.4,1.34,0.38,27.6,41.5138,False,False,False,False,False,True,False,False,False,False,False,True
42.71,3.0,2.32,0.96,0.15,33.91,48.4081,False,True,False,False,True,False,True,False,False,False,False,False
16.53,4.0,4.34,0.63,0.27,24.96,21.4931,False,True,False,False,False,True,False,True,False,False,False,False
9.31,2.0,4.73,0.5,0.2,115.15,32.415000000000006,False,False,False,False,False,True,True,False,False,True,False,False
28.28,2.0,3.15,1.17,0.4,103.28,77.5496,False,False,False,False,True,False,True,False,False,True,False,False
46.87,4.0,3.89,1.76,0.2,31.51,92.6832,False,True,False,False,True,False,True,False,False,False,False,False
35.11,3.0,3.29,1.36,0.45,42.67,70.2411,False,False,False,False,True,False,True,False,False,True,False,False
28.93,2.0,3.31,2.0,0.46,29.14,74.5744,False,True,False,False,True,False,False,True,False,False,False,False
5.76,2.0,2.93,0.93,0.18,61.57,19.3694,False,False,False,False,True,False,False,False,False,False,True,False
31.14,2.0,4.29,0.92,0.35,7.26,35.4798,False,False,False,True,False,True,True,False,False,False,False,False
49.51,3.0,4.81,0.74,0.14,82.21,52.9568,True,False,False,False,True,False,False,True,False,False,True,False
7.86,3.0,4.82,0.75,0.26,100.51549999999993,37.401235,False,False,False,False,False,False,False,True,False,True,False,False
26.4,4.0,2.52,0.9679000000000002,0.39,108.34,70.32975400000001,False,False,False,False,True,False,True,False,False,False,False,False
43.99,3.0,4.62,1.69,0.36,23.91,87.57070000000002,False,True,False,False,True,False,False,True,False,False,False,False
37.3,3.0,4.21,1.86,0.35,97.47,107.7025,False,True,False,False,True,False,True,False,False,False,True,False
35.15,1.0,2.76,1.96,0.21,96.08,91.8308,False,False,False,False,True,False,False,True,False,True,False,False
116.196063616616,4.0,2.2,0.85,0.25,19.63,206.6995696997688,False,False,False,False,False,True,False,True,False,False,False,False
139.06223019422194,2.0,2.8,1.82,0.14,50.83,276.84059674137075,False,False,False,False,True,False,True,False,False,True,False,False
15.389999999999995,3.0,4.74,0.99,0.39,24.57,29.5584,False,True,False,False,True,False,True,False,False,False,False,True
40.66,2.0,3.9,0.67,0.3,34.29,41.4292,False,False,False,False,True,False,False,True,False,False,False,False
40.7,2.0,4.16,1.81,0.38,35.27,91.2296,True,False,False,False,True,False,False,False,True,False,False,False
43.49,1.0,2.77,1.45,0.2,68.97,79.6245,True,False,False,False,True,False,True,False,False,False,False,False
45.75,3.0,4.16,0.75,0.23,52.31,50.5038,False,True,False,False,True,False,False,True,False,True,False,False
26.06,4.0,2.08,1.14,0.23,113.99,58.0061,False,False,False,False,False,True,False,True,False,False,False,False
25.57,3.0,3.13,0.93,0.11,19.53,29.0584,False,True,False,False,True,False,False,False,False,True,False,False
40.12,1.0,3.88,1.61,0.24,116.97,96.546,False,True,False,False,False,True,False,False,False,False,False,False
32.85,4.0,2.44,1.18,0.42,31.52,54.4414,False,False,True,False,True,False,False,True,False,False,False,False
35.4,3.0,4.47,1.98,0.46,93.88,117.7468,False,True,False,False,True,False,False,False,True,False,False,False
39.99,2.0,2.71,0.58,0.31,43.98,39.538,False,False,False,False,True,False,False,False,False,False,False,False
44.61,1.0,3.96,1.03,0.28,21.45,55.9143,False,False,False,False,True,False,True,False,False,False,False,True
17.56,1.0,3.22,1.22,0.11,103.66,36.0458,True,False,False,False,True,False,True,False,False,False,False,False
19.4,1.0,3.79,1.25,0.45,40.52,46.274,False,False,False,False,True,False,True,False,False,False,False,False
5.61,1.0,2.32,0.97,0.11,80.76999999999998,16.6464,False,False,False,True,True,False,False,False,False,False,False,False
29.34,2.0,2.05,1.59,0.48,70.14,82.3678,False,False,False,False,True,False,False,False,False,False,False,False
2.76,3.0,4.73,1.81,0.3,59.25,27.5006,False,False,False,False,True,False,True,False,False,False,False,False
23.81,1.0,2.81,1.91,0.24,62.02,63.1719,False,True,False,False,False,True,False,True,False,True,False,False
100.38042000901908,3.0,4.46,1.3844461712081602,0.4730191341622426,89.21,329.9130039401465,False,False,False,False,True,False,False,True,False,True,False,False
15.04,1.0,5.0,1.78,0.11,15.09,33.4311,False,True,False,False,True,False,True,False,False,False,False,False
29.95,4.0,2.63,1.33,0.33,81.84,69.47070000000001,False,True,False,False,True,False,False,False,False,False,False,False
2.49,1.0,2.8,1.74,0.32,108.02,41.699,False,False,False,False,True,False,True,False,False,False,False,False
2.83,1.0,3.99,0.96,0.19,11.65,8.920300000000001,False,True,False,False,True,False,True,False,False,False,True,False
41.31,2.0,4.9,1.1,0.2700000000000001,21.18,56.05960000000001,False,False,False,False,True,False,False,True,False,False,False,False
18.65,1.0,4.75,0.98,0.36,87.41,54.49459999999999,False,False,False,False,True,False,False,True,False,False,False,False
7.23,1.0,3.51,1.2,0.39,55.29,33.7491,True,False,False,False,True,False,True,False,False,False,False,False
26.59,2.0,4.39,0.93,0.1,51.41,34.2597,False,True,False,False,True,False,False,True,False,False,False,False
38.73,2.0,2.41,1.94,0.47,20.75,87.29869999999998,False,True,False,False,True,False,False,True,False,False,False,False
11.58,3.0,4.93,0.97,0.17,63.28,26.9202,False,True,False,False,True,False,True,False,False,True,False,False
31.52,1.0,4.89,0.65,0.19,19.55,29.0925,False,False,False,True,True,False,True,False,False,False,False,False
5.18,2.0,2.49,1.29,0.21,59.81,21.7323,True,False,False,False,True,False,False,True,False,False,False,False
3.53,1.0,2.9,0.59,0.12,92.82,16.1211,False,True,False,False,False,True,True,False,False,False,False,False
27.04,2.0,2.3,0.67,0.15,34.69999999999999,25.6218,False,False,True,False,True,False,False,False,False,False,False,False
145.74705994904548,3.0,2.82,0.83,0.49,60.29,325.0989498083767,False,True,False,False,True,False,False,False,False,True,False,False
32.23,3.0,4.45,1.2,0.23,119.08,70.5144,False,False,False,False,True,False,False,False,False,False,False,False
36.58,4.0,3.13,1.15,0.15,83.96,57.791,True,False,False,False,False,True,False,False,True,True,False,False
48.82,2.0,2.27,1.7,0.14,101.76,99.5104,True,False,False,False,True,False,False,False,False,False,False,False
26.3,2.0,3.03,1.61,0.39,52.71,65.9299,True,False,False,False,True,False,False,True,False,False,False,False
16.82,4.0,4.94,1.14,0.44,93.3,65.1668,True,False,False,False,True,False,True,False,False,False,True,False
39.96,4.0,3.89,1.0,0.2,9.66,45.782,False,False,False,False,True,False,True,False,False,False,False,False
14.27,2.0,3.25,0.97,0.11,19.13,19.1962,True,False,False,False,True,False,False,False,True,True,False,False
22.51,4.0,2.5,1.66,0.19,28.35,45.2531,False,True,False,False,True,False,False,False,True,False,False,False
4.84,3.0,4.96,0.58,0.12,51.22,13.9136,True,False,False,False,False,False,False,True,False,True,False,False
2.24,1.0,4.46,0.52,0.14,102.26,19.9412,False,False,False,False,True,False,True,False,False,False,False,False
48.17,3.0,2.8399999999999856,1.69,0.27,44.82,96.3487,True,False,False,False,False,True,False,True,False,False,False,False
41.96,4.0,2.21,1.22,0.19,80.28,68.65440000000001,False,False,False,False,False,True,True,False,False,True,False,False
35.1,2.0,2.17,0.7,0.31,86.57,53.5767,False,False,False,False,True,False,False,False,True,True,False,False
21.04,2.0,2.36,0.85,0.2,72.41,34.726,False,False,False,False,True,False,True,False,False,True,False,False
9.49,3.0,3.74,1.9,0.48,46.08,43.8894,True,False,False,False,False,False,False,False,False,True,False,False
8.67,2.0,4.79,1.79,0.46,71.36,53.1349,False,True,False,False,True,False,False,False,False,True,False,False
13.26,4.0,3.49,1.56,0.33,44.36,38.814400000000006,False,True,False,False,True,False,False,True,False,False,False,False
27.91,3.0,4.53,1.22,0.24,14.650000000000023,42.0962,False,True,False,False,False,True,True,False,False,False,False,False
36.02,2.0,3.34,1.28,0.2499999999999999,119.17,79.2381,False,True,False,False,False,True,True,False,False,False,False,False
33.35,1.0,4.13,1.96,0.26,19.63,74.59979999999999,True,False,False,False,True,False,False,False,False,False,False,False
14.72,2.0,4.2,1.95,0.39,13.32,38.0988,False,True,False,False,True,False,True,False,False,False,False,False
47.79,4.0,2.52,0.82,0.28,106.03,71.3962,False,False,False,True,False,True,True,False,False,False,False,False
37.16,2.0,3.08,1.72,0.44,39.71,84.4676,False,False,False,False,False,True,True,False,False,False,False,True
28.16,2.0,3.91,0.8,0.48,79.78,64.7324,False,True,False,False,False,True,False,False,True,False,False,False
30.969999999999995,3.0,2.21,0.82,0.23,42.84,37.4586,True,False,False,False,True,False,False,True,False,False,False,False
21.56,1.0,21.621593994824657,1.51,0.32,50.02,50.326868999999995,False,False,False,False,True,False,False,False,False,False,False,False
13.14,3.0,3.6,1.11,0.14,35.14,23.105000000000004,False,False,False,True,True,False,True,False,False,False,False,False
18.44,2.0,4.99,1.9,0.18,44.45,48.027,False,False,False,False,True,False,True,False,False,True,False,False
38.13,4.0,3.42,0.63,0.27,52.23,41.544,False,False,False,True,True,False,False,False,False,True,False,False
1.71,4.0,4.45,1.27,0.18,87.85,22.4347,False,True,False,False,True,False,False,False,False,False,False,False
6.69,4.0,3.3,1.88,0.45,63.83000000000002,44.6007,False,False,True,False,True,False,True,False,False,False,False,False
3.25,3.0,4.39,1.86,0.16,113.51,28.5966,False,False,True,False,True,False,False,True,False,False,False,False
3.0,1.0,3.79,0.73,0.28,9.82,8.729600000000001,False,False,False,False,True,False,True,False,False,False,False,False
42.92,3.0,4.66,1.05,0.34,62.85,71.095,False,True,False,False,True,False,False,False,False,False,False,False
35.48,3.0,3.23,1.43,0.38,72.19,81.39859999999999,False,False,False,False,True,False,True,False,False,False,False,False
116.66768073006573,2.0,3.81,0.74,0.25,110.82,248.29520891209057,False,True,False,False,True,False,False,False,False,False,False,False
5.79,2.0,3.89,1.95,0.45,10.65,19.973,False,True,False,False,True,False,False,True,False,False,False,False
25.09,2.0,3.25,1.87,0.33,70.95,73.5818,False,True,False,False,False,True,False,True,False,False,True,False
24.2,1.0,2.43,0.75,0.28,103.17,49.4676,False,False,False,False,True,False,True,False,False,False,True,False
9.49,1.0,2.28,0.68,0.13,32.82,12.9998,True,False,False,False,True,False,False,True,False,False,False,False
22.26,2.0,2.0500000000000043,0.63,0.29,105.77,46.7471,True,False,False,False,True,False,False,True,False,False,False,False
20.530000000000005,2.0,4.62,1.86,0.43,7.19,45.89750000000001,True,False,False,False,False,False,True,False,False,False,False,False
31.18,1.0,2.71,0.79,0.35,89.23,58.5727,False,False,False,False,True,False,False,True,False,False,False,False
32.12,4.0,2.63,1.12,0.43,112.31,86.89770000000001,False,False,False,False,True,False,False,False,False,True,False,False
3.22,1.0,4.21,1.17,0.3,80.58,32.151399999999995,False,False,False,False,True,False,False,True,False,False,False,False
19.36,1.0,2.96,1.4,0.15,55.49,38.3875,False,False,True,False,True,False,False,True,False,True,False,False
31.67,1.0,3.52,0.61,0.11,10.16,23.9563,False,True,False,False,True,False,True,False,False,False,False,False
25.65,2.0,2.49,0.84,0.22,110.81,48.4142,True,False,False,False,True,False,False,True,False,False,True,False
42.97,4.0,4.88,1.9,0.38,59.08,108.9734,False,False,False,False,False,True,True,False,False,False,False,False
33.28,1.0,4.55,1.86,0.42,8.33,69.9494,False,False,False,True,True,False,False,True,False,True,False,False
8.98,2.0,4.59,1.67,0.22,84.33,38.1392,True,False,False,False,False,False,False,False,False,False,False,False
4.46,3.0,3.22,0.53,0.3,60.41,23.7068,False,False,False,False,False,True,False,True,False,False,False,False
32.48,3.0,4.29,0.99,0.27,19.3,41.65619999999999,True,False,False,False,True,False,True,False,False,False,False,False
2.3,2.0,2.43,1.44,0.26,29.64,13.4484,False,False,True,False,False,True,True,False,False,False,False,False
29.7,3.0,2.03,0.91,0.19,12.42,31.4168,False,False,False,False,True,False,False,True,False,True,False,False
47.07,4.0,2.06,1.86,0.15,71.04,100.2662,False,True,False,False,True,False,False,True,False,True,False,False
29.2,3.0,3.76,1.45,0.18,76.53,59.87539999999999,False,False,False,False,True,False,False,False,False,True,False,False
20.02,3.0,3.37,0.61,0.12,63.16,23.1614,False,False,True,False,True,False,False,False,False,False,False,False
32.52,4.0,3.55,1.86,0.18,98.97,81.85180000000001,False,True,False,False,True,False,False,True,False,True,False,False
23.45,1.0,2.02,1.94,0.1,104.02,57.915,False,False,False,False,True,False,False,False,True,False,False,False
27.74,1.0,3.2700000000000067,0.62,0.35,75.8,46.9988,False,False,False,False,True,False,True,False,False,False,False,False
47.13,4.0,4.15,1.3,0.23,6.47,66.90710000000001,True,False,False,False,True,False,True,False,False,False,False,False
19.92,4.0,3.33,0.96,0.49,84.95,64.0787,False,True,False,False,True,False,True,False,False,False,False,False
42.97110000000001,4.0,4.2,1.09,0.18,62.696500000000015,66.1816,True,False,False,False,True,False,False,True,False,False,False,False
45.36,3.0,2.7,0.77,0.24,70.04,54.436800000000005,False,False,True,False,True,False,False,True,False,False,False,False
10.59,4.0,4.44,1.3700000000000006,0.24,79.64,38.0619,False,True,False,False,True,False,False,True,False,False,False,False
4.4,2.0,3.77,1.94,0.1,45.28,16.834,False,True,False,False,False,True,True,False,False,True,False,False
5.94,3.0,2.63,1.25,0.44,110.47,58.6618,False,False,True,False,True,False,True,False,False,False,False,False
1.89,1.0,2.71,0.62,0.11,20.41,6.1269,False,True,False,False,False,True,True,False,False,False,False,False
5.63,1.0,3.88,1.43,0.4799999999999998,82.22,51.39649999999999,True,False,False,False,True,False,True,False,False,False,False,False
34.47,1.0,4.49,1.01,0.46,5.5,41.834700000000005,False,False,False,False,True,False,False,False,False,False,False,False
4.49,3.0,3.25,1.78,0.31,111.33,45.75449999999999,False,True,False,False,True,False,True,False,False,False,False,False
16.63,2.0,2.77,1.15,0.32,17.94,27.6353,True,False,False,False,False,False,False,True,False,False,False,False
42.4,4.0,4.6,0.79,0.36,15.91,43.823600000000006,False,False,False,False,False,False,True,False,False,False,False,True
2.14,4.0,4.01,0.79,0.25,43.3,16.525599999999997,False,False,False,False,False,True,False,False,False,False,False,False
40.91,1.0,3.34,1.65,0.36,47.96,88.1071,False,False,False,False,False,False,False,True,False,False,False,False
14.81,1.0,3.46,0.9,0.12,29.64,20.3458,False,False,False,False,False,True,True,False,False,True,False,False
6.79,3.0,2.61,1.65,0.12,72.29,22.4883,False,True,False,False,False,True,False,True,False,False,False,False
35.14,2.0,3.88,0.81,0.28,55.94,48.006600000000006,False,False,False,False,False,True,False,True,False,False,False,False
31.82,4.0,3.08,0.98,0.32,8.93,37.1212,False,False,False,True,False,True,False,False,False,True,False,False
44.0,3.0,4.99,1.2,0.46,41.76,76.9996,False,True,False,False,True,False,True,False,False,False,False,False
37.02,4.0,3.44,1.91,0.14,98.20000000000002,87.89620000000001,False,False,False,False,True,False,False,False,False,False,False,True
40.37,1.0,3.46,1.9,0.43,84.32,116.42059999999998,False,False,False,False,True,False,False,False,False,True,False,False
14.82,4.0,3.7,0.81,0.18,88.36,31.609,True,False,False,False,True,False,False,False,False,False,False,False
9.69,2.0,4.75,1.04,0.26,85.28,37.0004,False,True,False,False,True,False,False,True,False,False,False,False
37.78,2.0,4.4,0.72,0.23,40.76,40.9764,False,False,True,False,False,True,False,True,False,False,False,False
40.53,1.0,3.35,1.26,0.26,16.46,58.6974,False,False,False,False,True,False,False,True,False,False,False,False
49.53,2.0,4.16,1.19,0.16,36.33,68.9135,False,True,False,False,True,False,False,True,False,False,False,False
21.22,2.0,3.76,1.85,0.3,100.66,73.21499999999999,False,True,False,False,True,False,False,True,False,False,False,False
19.23,3.0,3.48,1.9,0.42,117.75,89.472,False,True,False,False,True,False,False,True,False,False,False,False
39.04,4.0,2.5799999999999983,1.08,0.28,61.79,62.0444,False,False,False,False,True,False,False,True,False,False,False,False
17.7,1.0,3.39,1.24,0.3,6.12,27.174,False,False,False,False,False,True,False,True,False,False,False,False
46.61,1.0,2.74,1.84,0.44,21.11,97.7908,True,False,False,False,True,False,False,False,False,False,False,False
43.06,1.0,4.74,1.71,0.38,42.04,94.3478,False,False,False,False,False,False,True,False,False,False,False,False
22.02,1.0,19.73265375092972,0.51,0.3,71.54,41.069232,False,True,False,False,True,False,False,False,False,False,False,False
37.79,1.0,4.86,0.98,0.2,13.64,44.6222,False,False,False,False,False,False,False,True,False,False,False,False
37.97,2.0,3.6,1.13,0.45,113.49,97.57659999999998,True,False,False,False,True,False,False,False,False,True,False,False
6.05,3.0,3.89,0.84,0.33,46.98,24.4754,False,True,False,False,True,False,False,True,False,False,False,False
45.23,1.0,3.63,0.8,0.19,109.95,60.7045,False,True,False,False,False,False,True,False,False,False,False,False
25.76,3.0,2.39,0.56,0.21,94.76,36.7152,False,True,False,False,True,False,False,False,False,False,False,False
41.5,3.0,3.13,1.47,0.42,91.88,102.72459999999998,True,False,False,False,True,False,True,False,False,False,False,False
16.68,2.0,2.3,0.89,0.12,74.77,26.1176,False,False,False,False,True,False,False,False,False,True,False,False
44.88,1.0,3.87,0.58,0.5,77.08,68.4404,False,False,False,False,True,False,False,True,False,False,False,False
20.07,2.0,3.34,0.85,0.15,78.37,32.155,True,False,False,False,True,False,False,True,False,False,True,False
1.53,1.0,4.33,1.7,0.42,77.3,39.397,True,False,False,False,True,False,True,False,False,False,False,False
45.36,2.0,2.66,1.78,0.26,68.68,101.2576,False,False,False,False,False,True,False,True,False,True,False,False
5.47,3.0,2.49,1.22,0.2999999999999999,118.44,44.69539999999999,False,False,False,True,True,False,True,False,False,False,False,False
104.37179088913676,1.0,3.22,1.12,0.45,89.21,206.5086519683172,False,False,False,True,True,False,True,False,False,True,False,False
47.55,4.0,4.78,1.97,0.27,94.35,123.928,False,True,False,False,True,False,True,False,False,False,False,False
47.58,3.0,4.13,0.8,0.31,105.33,74.8463,False,True,False,False,True,False,True,False,False,False,False,False
29.1,4.0,3.26,0.82,0.12,29.8,30.698,False,True,False,False,True,False,False,False,False,False,False,False
31.96,3.0,3.55,0.94,0.0999999999999996,14.64,35.0564,False,False,False,False,True,False,False,False,False,False,False,False
22.97,2.0,2.25,0.76,0.2,60.53,31.8132,False,False,True,False,False,True,True,False,False,True,False,False
15.37,1.0,4.95,1.07,0.37,64.12,45.1203,False,True,False,False,True,False,False,False,True,False,False,False
17.1,3.0,4.0,1.87,0.15,100.36,51.031000000000006,False,True,False,False,True,False,True,False,False,False,False,False
33.95,2.0,2.86,1.42,0.15,56.03999999999999,59.475,False,False,False,False,True,False,False,True,False,True,False,False
37.87,1.0,3.76,1.12,0.26,70.65,64.5434,False,False,True,False,True,False,False,False,False,False,False,False
39.79,1.0,2.33,1.9,0.36,65.61000000000001,101.5506,False,False,False,False,True,False,False,False,False,False,True,False
39.69,3.0,4.9,0.57,0.38,9.390000000000002,31.0915,False,False,False,False,True,False,False,True,False,True,False,False
5.47,1.0,2.52,0.82,0.17,75.75,19.8829,False,True,False,False,False,True,False,True,False,False,False,False
25.23,3.0,3.94,1.35,0.13,100.22,51.0291,False,True,False,False,True,False,True,False,False,True,False,False
6.2599,1.0,10.58662290876001,1.42,0.48,23.11,19.2572,False,False,True,False,True,False,False,False,False,False,False,False
27.93,4.0,4.15,0.56,0.2,73.35,34.4608,False,False,True,False,False,True,True,False,False,False,False,False
22.63,2.0,4.33,0.8855000000000003,0.44,73.27,52.35741100000002,False,True,False,False,True,False,False,True,False,False,False,False
44.5,4.0,4.02,1.47,0.45,23.88,80.18099999999998,False,False,True,False,False,True,False,True,False,False,False,False
18.19,2.0,3.84,1.55,0.41,19.2,39.9065,False,False,False,False,True,False,False,True,False,True,False,False
6.74,4.0,4.68,1.46,0.17,117.71,34.5311,True,False,False,False,False,True,True,False,False,True,False,False
8.01,3.0,2.240000000000002,0.98,0.43,50.28,31.7102,False,False,False,False,True,False,False,False,False,False,False,False
38.31,1.0,2.99,0.64,0.41,31.15,40.2799,False,False,False,False,False,True,True,False,False,False,False,False
31.29,1.0,2.74,1.14,0.34,24.7,46.8086,False,False,False,False,False,True,False,True,False,False,True,False
5.96,2.0,4.96,0.69,0.23,81.77,27.8795,False,False,False,False,True,False,True,False,False,False,False,False
5.12,4.0,3.17,1.92,0.21,75.09,28.7693,False,True,False,False,False,True,True,False,False,False,False,False
35.35,1.0,4.2,1.21,0.15,79.01,58.825,False,True,False,False,True,False,False,True,False,False,False,False
4.57,2.0,4.05,0.98,0.3,15.12,13.0646,False,False,False,True,True,False,False,True,False,True,False,False
41.27,1.0,2.64,1.65,0.33,107.76,106.2963,True,False,False,False,True,False,True,False,False,False,False,False
35.61,2.0,2.72,1.25,0.24,49.77,59.1773,False,True,False,False,True,False,True,False,False,True,False,False
4.990000000000003,4.0,2.84,0.97,0.29,41.04,19.5819,False,False,False,False,True,False,False,True,False,False,False,True
5.16,2.0,3.23,1.72,0.25,58.17,26.6477,False,False,True,False,True,False,False,True,False,False,False,False
49.35,2.0,2.7,1.8,0.36,49.86,109.4796,False,True,False,False,True,False,False,False,True,False,False,False
19.34,2.0,2.06,1.51,0.46,104.31,79.24600000000001,False,False,False,False,False,True,True,False,False,False,False,True
19.16,2.0,4.64,0.57,0.1699999999999999,111.87,34.5791,False,False,False,False,False,True,True,False,False,False,False,False
40.83,1.0,4.9,1.35,0.2499999999999997,39.9,69.99549999999999,True,False,False,False,True,False,True,False,False,True,False,False
47.42,2.0,3.02,1.64,0.16,104.35,97.4848,False,True,False,False,True,False,True,False,False,True,False,False
49.31000000000002,1.0,3.02,0.7,0.35,94.88,70.745,False,False,False,False,True,False,False,True,False,False,False,False
37.92,2.0,2.02,0.84,0.39,112.04,77.56840000000001,True,False,False,False,True,False,False,True,False,True,False,False
19.44,2.0,4.04,1.82,0.47,33.26,55.053,False,False,True,False,True,False,True,False,False,False,False,True
5.09,4.0,4.48,0.53,0.21,71.35,22.1612,False,False,False,False,True,False,True,False,False,False,False,True
39.08,2.0,2.44,1.63,0.4800000000000002,36.57,83.694,False,False,False,False,True,False,True,False,False,False,False,False
28.36,3.0,2.48,1.21,0.13,99.77,49.7657,False,False,False,True,False,True,False,False,False,False,False,False
21.79,2.0,4.37,1.17,0.34,5.61,31.7717,True,False,False,False,True,False,False,False,False,False,False,False
45.41,2.0,3.85,0.51,0.12,69.95,35.4031,False,False,False,False,True,False,True,False,False,False,False,False
6.45,2.0,2.13,1.73,0.46,44.01,33.5331,False,True,False,False,True,False,True,False,False,False,False,False
25.14,3.0,3.87,1.04,0.31,42.11,43.069700000000005,False,False,True,False,True,False,False,False,False,True,False,False
1.56,4.0,2.93,1.31,0.37,79.16,34.2628,False,False,False,False,True,False,False,False,False,False,False,False
23.96,3.0,3.11,1.52,0.43,102.92,83.7848,False,False,False,False,True,False,False,False,True,False,False,False
3.76,4.0,4.31,1.55,0.16,75.06,22.1476,False,True,False,False,True,False,False,False,True,False,False,False
6.82,2.0,4.43,1.93,0.12,103.11,29.965799999999994,False,False,False,False,True,False,True,False,False,False,False,True
6.76,2.0,3.2,1.3,0.45,35.43,27.9315,False,False,False,False,False,True,False,True,False,False,False,False
32.81,3.0,4.84,1.1000000000000003,0.23,64.74,55.82120000000001,False,False,False,False,False,True,True,False,False,False,False,False
37.56,4.0,3.22,1.93,0.15,56.81,84.23230000000001,False,True,False,False,True,False,True,False,False,False,False,True
29.59,3.0,4.32,1.46,0.29,6.34,49.36,False,False,False,False,True,False,False,True,False,True,False,False
48.15,2.0,3.45,0.95,0.34,69.03,72.6627,False,False,True,False,True,False,True,False,False,False,False,False
19.37,3.0,4.69,0.69,0.11,81.08,26.9741,False,True,False,False,True,False,False,True,False,False,False,False
15.0,3.0,4.72,1.76,0.21,73.07,46.46469999999999,False,False,True,False,True,False,True,False,False,False,True,False
43.56,3.0,2.26,1.04,0.11,89.67,57.426100000000005,False,False,False,False,True,False,True,False,False,True,False,False
11.96,2.0,4.81,1.49,0.27,70.7,41.71940000000001,True,False,False,False,True,False,False,True,False,False,True,False
48.2,3.0,4.48,1.21,0.46,12.68,68.63480000000001,False,False,False,True,True,False,True,False,False,False,False,False
1.5999999999999992,3.0,4.37,0.8,0.49,18.39,14.6611,False,False,False,False,True,False,False,False,False,False,False,False
48.52,2.0,2.6,1.4,0.35,73.59,96.2845,True,False,False,False,False,True,False,True,False,False,False,True
3.11,3.0,4.42,0.59,0.16,36.62,12.1141,True,False,False,False,False,True,True,False,False,False,False,False
44.67,2.0,4.55,1.12,0.46,14.16,61.09400000000001,False,False,False,False,False,True,False,True,False,True,False,False
26.86,4.0,2.87,1.32,0.31,54.4,55.1892,False,False,False,False,True,False,True,False,False,False,False,False
49.66,4.0,4.86,1.15,0.16,68.75,72.969,False,False,False,False,False,True,False,False,False,False,False,False
4.62,3.0,2.15,1.62,0.47,42.81,29.7551,True,False,False,False,True,False,True,False,False,False,False,False
28.14,3.0,2.45,1.74,0.4,87.85,86.5536,True,False,False,False,False,True,False,True,False,False,False,False
48.5,1.0,3.61,1.66,0.39,79.03,114.9417,True,False,False,False,True,False,True,False,False,False,False,False
26.63,1.0,3.73,0.56,0.38,43.27,35.08540000000001,False,False,False,False,False,True,False,True,False,False,False,False
31.84,3.0,3.94,0.79,0.18,91.81,45.6194,True,False,False,False,True,False,False,False,False,False,True,False
107.78683195771164,1.0,2.05,1.3,0.18,79.6,322.7259960920446,False,True,False,False,False,True,False,False,False,False,False,False
23.27,2.0,4.88,1.9,0.38,78.31,78.85079999999999,False,False,False,False,False,True,True,False,False,False,False,False
31.75,1.0,2.13,1.75,0.19,68.64,70.7341,False,True,False,False,True,False,False,False,True,True,False,False
29.63,3.0,2.43,1.76,0.28,6.31,56.345600000000005,False,False,False,False,True,False,False,False,False,False,False,False
45.16,3.0,2.04,0.95,0.41,85.1,79.833,False,False,False,False,False,True,False,False,False,False,False,False
3.23,2.0,3.7,1.14,0.41,48.24,27.1606,False,False,False,False,True,False,True,False,False,True,False,False
14.77,4.0,4.8,1.21,0.28,113.4,54.42370000000001,False,False,False,False,False,True,False,True,False,False,False,False
47.57,3.0,4.0,0.74,0.42,99.07,80.81119999999999,False,False,False,False,True,False,True,False,False,True,False,False
44.62,2.0,4.47,0.55,0.44,72.58,60.9462,False,False,False,True,True,False,False,False,False,True,False,False
23.33,1.0,2.04,1.92,0.36,34.0,59.0736,False,True,False,False,True,False,True,False,False,False,True,False
31.39,1.0,3.63,0.86,0.19,28.43,36.0271,False,False,False,False,True,False,True,False,False,False,False,False
14.59,2.0,3.380000000000001,0.86,0.21,44.14,25.1968,False,True,False,False,False,True,False,True,False,False,False,False
10.22,2.0,3.5,0.63,0.23,59.81,23.694900000000004,False,True,False,False,True,False,False,False,True,False,False,False
23.72,3.0,2.22,1.89,0.15,39.05,52.9083,False,False,False,False,True,False,False,True,False,False,False,False
18.31,1.0,4.05,1.37,0.21,64.22,42.6209,False,False,False,False,True,False,False,True,False,True,False,False
29.6,2.0,3.51,1.5,0.18,24.02,52.2336,False,False,False,False,True,False,True,False,False,False,False,False
4.81,1.0,4.3,1.87,0.28,117.44,46.1779,False,False,False,False,False,True,True,False,False,False,False,False
48.75,2.0,3.46,1.02,0.46,17.41,61.1936,False,False,False,False,False,True,False,True,False,True,False,False
49.32,1.0,2.45,1.43,0.14,112.17,88.6814,True,False,False,False,True,False,True,False,False,False,False,False
35.21,4.0,3.94,0.56,0.39,110.06,66.581,False,False,False,False,False,True,False,True,False,False,False,False
27.27,3.0,2.52,0.78,0.37,65.42,47.996,False,False,False,False,False,True,False,False,False,False,False,False
